Model,data_source,n_train,n_test,RMSE,MAE,R2,NMSE,QLIKE,alpha,feature_corr_vs_train_proxy,n_cloud_solves,train_feature_source,mean_returned_states,min_returned_states,mean_unique_states,min_unique_states,correction_strength,hardware_calibration_rows,evaluation_rows,ising_backend,input_scale,beta,J_scale,connectivity
"GARCH(1,1) standalone",yfinance:SPY:2010-01-01:2024-12-31,400,120,0.00831820517961452,0.004528335749341873,0.9577208343050776,0.04227916569492245,0.016469269162593607,,,,,,,,,,,,,,,,
Ridge on GARCH-residual (ablation),yfinance:SPY:2010-01-01:2024-12-31,400,120,0.008629575816223046,0.004518895645136035,0.9544963694379807,0.04550363056201929,0.019436212072374722,,,,,,,,,,,,,,,,
Ising machine signed-J (amplify) on GARCH-residual,yfinance:SPY:2010-01-01:2024-12-31,400,120,0.008322785363257748,0.004519702651674788,0.9576742618409667,0.04232573815903331,0.016642501051092717,300.0,1.0,120.0,local_ground,12.016666666666667,8.0,1.0,1.0,0.105,0.0,120.0,amplify,1.0,1.0,1.0,all-to-all
