Model,data_source,n_train,n_test,RMSE,MAE,R2,NMSE,QLIKE,alpha,feature_corr_vs_sa,n_cloud_solves,train_feature_source,mean_returned_states,min_returned_states,mean_unique_states,min_unique_states,correction_strength,hardware_calibration_rows,evaluation_rows,ising_backend,input_scale,beta,J_scale,connectivity
"GARCH(1,1) standalone",yfinance:SPY:2010-01-01:2024-12-31,400,10,0.018856663125792213,0.008853434599554542,0.49649473271104483,0.5035052672889552,0.12672020197607953,,,,,,,,,,,,,,,,
Ridge on GARCH-residual (ablation),yfinance:SPY:2010-01-01:2024-12-31,400,10,0.02007131945468071,0.009059382226393757,0.42953871002270805,0.570461289977292,0.1587695857545216,,,,,,,,,,,,,,,,
Ising machine signed-J (toshiba) on GARCH-residual,yfinance:SPY:2010-01-01:2024-12-31,400,10,0.018970725708151982,0.00867198558473059,0.49038497628817823,0.5096150237118218,0.12916891781950438,1000.0,0.6519653961030949,10.0,local_sa,200.0,200.0,200.0,200.0,1.0,0.0,10.0,toshiba,1.0,1.0,1.0,all-to-all
