qubits,layers,connectivity,seed,strength,alpha,validation_RMSE,validation_GARCH_RMSE,validation_gain_vs_GARCH_%,test_GARCH_RMSE,test_gain_vs_GARCH_%,cx_count,depth,elapsed,data_source,RMSE,MAE,R2,NMSE,QLIKE,validation_rank
8,2,linear,41,0.875,100.0,0.0058713132534579555,0.0064639061964127335,9.167721884387007,0.008321077977906466,-3.84998693264862,28,36,7.8575146198272705,yfinance:SPY:2010-01-01:2024-12-31,0.008641438392711366,0.004868029327371532,0.9543711743087969,0.045628825691203065,0.018358209606540814,1
8,3,linear,46,1.0,100.0,0.005920690117742104,0.0064639061964127335,8.403836042238623,0.008321077977906466,-5.25417339325004,42,46,11.443636894226074,yfinance:SPY:2010-01-01:2024-12-31,0.008758281843053215,0.004996966951981094,0.953128910439332,0.04687108956066796,0.018624842455717487,2
8,2,linear,42,0.8500000000000001,100.0,0.005963574815893837,0.0064639061964127335,7.740387396038711,0.008321077977906466,-0.969747231581155,28,36,8.072734117507935,yfinance:SPY:2010-01-01:2024-12-31,0.008401771401234923,0.004662086144387121,0.9568670722909479,0.043132927709052124,0.01725413738881702,3
8,2,linear,40,0.9000000000000001,100.0,0.006027385472012261,0.0064639061964127335,6.7532032665128625,0.008321077977906466,-1.3753527838219173,28,36,7.7427568435668945,yfinance:SPY:2010-01-01:2024-12-31,0.008435522155519595,0.004646479146544077,0.9565198376997174,0.04348016230028267,0.017586861527398676,4
8,3,linear,47,0.925,100.0,0.006057131222362393,0.0064639061964127335,6.2930209952008305,0.008321077977906466,-3.684769960872612,42,46,11.765222311019897,yfinance:SPY:2010-01-01:2024-12-31,0.008627690559657149,0.004738826822284618,0.9545162424003981,0.04548375759960183,0.01760247822709685,5
8,3,linear,40,0.825,100.0,0.006069881248482273,0.0064639061964127335,6.095771441564731,0.008321077977906466,-2.223243745288254,42,46,12.31290602684021,yfinance:SPY:2010-01-01:2024-12-31,0.00850607582359083,0.00468626282441848,0.9557894706278819,0.044210529372118106,0.01793728989157321,6
8,2,linear,44,0.75,100.0,0.006127479569377187,0.0064639061964127335,5.204695377885479,0.008321077977906466,-2.8977829017277372,28,36,7.795597553253174,yfinance:SPY:2010-01-01:2024-12-31,0.008562204752789671,0.004778429509936464,0.9552040827213959,0.04479591727860406,0.017904927342687182,7
8,1,linear,41,1.0750000000000002,100.0,0.0061276451182507375,0.0064639061964127335,5.2021342504724215,0.008321077977906466,-3.7683274437514083,14,26,4.551748037338257,yfinance:SPY:2010-01-01:2024-12-31,0.00863464344296387,0.004450768772136473,0.9544429039597545,0.0455570960402455,0.018843309452836098,8
8,1,linear,43,1.0750000000000002,100.0,0.0061276451182507375,0.0064639061964127335,5.2021342504724215,0.008321077977906466,-3.7683274437514083,14,26,4.347850322723389,yfinance:SPY:2010-01-01:2024-12-31,0.00863464344296387,0.004450768772136473,0.9544429039597545,0.0455570960402455,0.018843309452836098,8
8,1,linear,44,1.0750000000000002,100.0,0.0061276451182507375,0.0064639061964127335,5.2021342504724215,0.008321077977906466,-3.7683274437514083,14,26,5.472381591796875,yfinance:SPY:2010-01-01:2024-12-31,0.00863464344296387,0.004450768772136473,0.9544429039597545,0.0455570960402455,0.018843309452836098,8
8,1,linear,45,1.0750000000000002,100.0,0.0061276451182507375,0.0064639061964127335,5.2021342504724215,0.008321077977906466,-3.7683274437514083,14,26,4.884942293167114,yfinance:SPY:2010-01-01:2024-12-31,0.00863464344296387,0.004450768772136473,0.9544429039597545,0.0455570960402455,0.018843309452836098,8
8,1,linear,47,1.0750000000000002,100.0,0.0061276451182507375,0.0064639061964127335,5.2021342504724215,0.008321077977906466,-3.7683274437514083,14,26,4.513584613800049,yfinance:SPY:2010-01-01:2024-12-31,0.00863464344296387,0.004450768772136473,0.9544429039597545,0.0455570960402455,0.018843309452836098,8
8,1,linear,40,1.1,100.0,0.006128804201546845,0.0064639061964127335,5.184202627381251,0.008321077977906466,-4.2517540215796785,14,26,4.616649389266968,yfinance:SPY:2010-01-01:2024-12-31,0.008674869745470885,0.004479106497079345,0.9540174405807567,0.04598255941924335,0.019038617922702592,13
8,2,linear,46,0.8,100.0,0.006136542618568033,0.0064639061964127335,5.06448528022231,0.008321077977906466,-1.7318248521846464,28,36,7.80727744102478,yfinance:SPY:2010-01-01:2024-12-31,0.008465184474297513,0.004502657968767672,0.9562135164136193,0.043786483586380695,0.017769515802296597,14
8,1,linear,42,1.0750000000000002,100.0,0.006137844960851684,0.0064639061964127335,5.044337365879528,0.008321077977906466,-3.9227926755194127,14,26,4.495275020599365,yfinance:SPY:2010-01-01:2024-12-31,0.00864749661534804,0.0044791699249201716,0.9543071742037506,0.04569282579624942,0.01892809347502323,15
8,1,linear,46,1.0250000000000001,100.0,0.006163532094159693,0.0064639061964127335,4.646944016912536,0.008321077977906466,-3.438649510229951,14,26,4.379436492919922,yfinance:SPY:2010-01-01:2024-12-31,0.008607210685039599,0.004439767469863928,0.954731919139389,0.04526808086061091,0.018580036856502655,16
