device,hardware_job_id,shots,p_two_effective,p_single_effective,readout_error_0_to_1,readout_error_1_to_0,hardware_corr,hardware_mae,sim_corr_mean,sim_corr_std,sim_mae_mean,sim_mae_std,match_score,repeats,data_source
emerald,019f557d-6ba7-7633-a9f7-795f130deb84,200,0.08,0.008,0.00888888888888889,0.01302222222222222,0.7484388934907936,0.07462016387824938,0.7662563276160653,0.017286329747870546,0.0765865401981615,0.0022694350352424814,0.5529863144966457,5,yfinance:SPY:2010-01-01:2024-12-31
emerald,019f557d-6ba7-7633-a9f7-795f130deb84,200,0.1,0.01,0.00888888888888889,0.01302222222222222,0.7484388934907936,0.07462016387824938,0.7309724261544249,0.027641191821877558,0.0806213410395478,0.003074409796924136,0.9494470628572155,5,yfinance:SPY:2010-01-01:2024-12-31
emerald,019f557d-6ba7-7633-a9f7-795f130deb84,200,0.06,0.006,0.00888888888888889,0.01302222222222222,0.7484388934907936,0.07462016387824938,0.8155201182315215,0.01393694357470341,0.07100593468738416,0.0024957623638896423,1.7030474139010796,5,yfinance:SPY:2010-01-01:2024-12-31
emerald,019f557d-6ba7-7633-a9f7-795f130deb84,200,0.05,0.005,0.00888888888888889,0.01302222222222222,0.7484388934907936,0.07462016387824938,0.8364598294822365,0.018633930706353788,0.06672403001428386,0.0035061566161317293,2.55003210622541,5,yfinance:SPY:2010-01-01:2024-12-31
emerald,019f557d-6ba7-7633-a9f7-795f130deb84,200,0.15,0.015,0.00888888888888889,0.01302222222222222,0.7484388934907936,0.07462016387824938,0.5860200024740327,0.028929504759953987,0.0915709388201074,0.0035518972245669293,4.94345531452102,5,yfinance:SPY:2010-01-01:2024-12-31
