alpha,strength,validation_gain_mean_%,validation_gain_std_%,validation_gain_min_%,selection_score,selected,test_GARCH_RMSE,test_RMSE,test_gain_vs_GARCH_%,shots,p_single,p_two,data_source
300,0.105,1.124637866400261,0.579574047079236,0.3796838274682276,0.545063819321025,True,0.008321124456187523,0.008286985564955747,0.41026776382836094,500,0.008,0.08,yfinance:SPY:2010-01-01:2024-12-31
1000,0.15500000000000003,0.8557752394880471,0.3834703578926518,0.2740830855676834,0.4723048815953953,False,,,,500,0.008,0.08,yfinance:SPY:2010-01-01:2024-12-31
100,0.045,0.7007323273658943,0.4400278362240751,0.24932720112965967,0.2607044911418192,False,,,,500,0.008,0.08,yfinance:SPY:2010-01-01:2024-12-31
3000,0.0,0.0,0.0,0.0,0.0,False,,,,500,0.008,0.08,yfinance:SPY:2010-01-01:2024-12-31
100000,-0.05,0.05443657264331057,0.12418033267890184,-0.10596652770968519,-0.06974376003559127,False,,,,500,0.008,0.08,yfinance:SPY:2010-01-01:2024-12-31
30000,-0.05,0.04214283112622659,0.15419472446105376,-0.14050131867016272,-0.11205189333482717,False,,,,500,0.008,0.08,yfinance:SPY:2010-01-01:2024-12-31
10000,-0.05,-0.018719907035083024,0.15973349121773384,-0.2068136106284926,-0.17845339825281686,False,,,,500,0.008,0.08,yfinance:SPY:2010-01-01:2024-12-31
