Model,device,job_id,shots,qubits,compiled_depth,compiled_cz,compiled_swaps,feature_corr_vs_exact,feature_mae_vs_exact,affine_scale,affine_bias,readout_alpha,correction_strength,GARCH_RMSE,Gain_vs_GARCH_%,RMSE,MAE,R2,NMSE,QLIKE
hardware_raw,emerald,019f57d9-c93e-7861-b506-14508c83d2d8,500,12,38,34,0,0.8177509889065889,0.08103794292930852,0.540518921119769,-0.00033189039577075,1000.0,0.2,0.008321073579341788,-0.5553289767202183,0.008367282912102083,0.004601592799090141,0.9572201546185771,0.04277984538142292,0.016649756080559543
hardware_qrem,emerald,019f57d9-c93e-7861-b506-14508c83d2d8,500,12,38,34,0,0.8166186773058892,0.08097880447745864,0.540518921119769,-0.00033189039577075,1000.0,0.2,0.008321073579341788,-0.5771144382976401,0.00836909569638954,0.004608484734258035,0.9572016159763268,0.04279838402367318,0.016649686112930724
hardware_affine,emerald,019f57d9-c93e-7861-b506-14508c83d2d8,500,12,38,34,0,0.8177509889065896,0.10711180469549472,0.540518921119769,-0.00033189039577075,1000.0,0.2,0.008321073579341788,-0.19600919385476143,0.008337383648584717,0.004528978365090332,0.9575253434284751,0.042474656571524896,0.01660544254473438
hardware_qrem_affine,emerald,019f57d9-c93e-7861-b506-14508c83d2d8,500,12,38,34,0,0.8166186773058894,0.10612489016516978,0.540518921119769,-0.00033189039577075,1000.0,0.2,0.008321073579341788,-0.19978761728238426,0.008337698053978269,0.00453190401039788,0.9575221399024111,0.042477860097588936,0.016604332403225473
matched_simulator,emerald,019f57d9-c93e-7861-b506-14508c83d2d8,500,12,38,34,0,0.9153720602514992,0.09600016294514799,0.540518921119769,-0.00033189039577075,1000.0,0.2,0.008321073579341788,0.45251773525974803,0.008283419245631253,0.0044648936067616645,0.9580734054135496,0.04192659458645038,0.016510094133931952
exact_statevector,emerald,019f57d9-c93e-7861-b506-14508c83d2d8,500,12,38,34,0,1.0,0.0,0.540518921119769,-0.00033189039577075,1000.0,0.2,0.008321073579341788,0.35716649250924876,0.00829135349269934,0.004540403239582506,0.9579930484336514,0.04200695156634861,0.016640239211494278
