Model,RMSE_mean,RMSE_std,R2_mean,R2_std,QLIKE_mean,QLIKE_std
"ANN 10q a2a (mean +/- std, 5 seeds)",0.009532051013924061,9.627951677341108e-05,0.9794225663119915,0.00041711785671141307,0.008769000778000732,0.00010048529750816369
